,edit_history_tweet_ids,lang,created_at,text,id,author_id
46,['1597435285951897601'],en,2022-11-29T03:40:25.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/sCTJqh1Fpt,1597435285951897601,31690161
47,['1597430268402585601'],en,2022-11-29T03:20:29.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/QUA2YzzX07,1597430268402585601,4849377118
48,['1597425216338141188'],en,2022-11-29T03:00:24.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/nXi7lNYeWm,1597425216338141188,1684205532
49,['1597425207286722560'],en,2022-11-29T03:00:22.000Z,"California Consumer Privacy Act Annotated (2022) KYKHAWS

https://t.co/pJmO1Xmgfd https://t.co/UK4rMfi22k",1597425207286722560,1587050205446389763
50,['1597424941548257283'],en,2022-11-29T02:59:19.000Z,In re Google RTB Consumer Privacy Litigation. See https://t.co/TNUgkQPfg7 https://t.co/BwUJ3MvFfb,1597424941548257283,197645733
51,['1597420332641824768'],en,2022-11-29T02:41:00.000Z,"We use Google for almost everything, right? Well they misuse this over-dependence far too much. Recently, it paid a historic $391.5 million for reaching a settlement with 40 states in USA for its location tracking malpractices which intruded consumer privacy. #Google #privacy https://t.co/XPiP1U02gM",1597420332641824768,2568415878
52,['1597420172880617477'],en,2022-11-29T02:40:22.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/02bel9nNZa,1597420172880617477,133178883
53,['1597417679203303424'],en,2022-11-29T02:30:27.000Z,Compliance isn’t enough. Customer #trust depends on #transparency. Learn more about our 2022 Consumer Privacy Survey findings from our Director of Data Privacy @RobertWaitman. ➡ https://t.co/qak8tjGPcR https://t.co/hGQPjFe8Ti,1597417679203303424,119320361
54,['1597415753611083777'],en,2022-11-29T02:22:48.000Z,@elonmusk We need you to build us a liberty phone that protects consumer privacy and free speech.,1597415753611083777,1380325007834935299
55,['1597415142312103936'],en,2022-11-29T02:20:23.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/0NHyRT3Ijo,1597415142312103936,707613422
56,['1597410145394429953'],en,2022-11-29T02:00:31.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/e4s0zbZUtY,1597410145394429953,22174087
57,['1597408196171382784'],en,2022-11-29T01:52:47.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/NmK0Grc5sK,1597408196171382784,4288319236
58,['1597404441090871297'],en,2022-11-29T01:37:51.000Z,"@blackriflexx I really don't want to do it but I might if they force my hand.

With Android YOU are the product. Google has a terrible track record when it comes to consumer privacy.",1597404441090871297,1285388676751437824
59,['1597394136147320834'],en,2022-11-29T00:56:54.000Z,"@KC_Notes @clarkcox @WSBChairman @elonmusk Developer here who's worked on phone apps much of my career:
1) pretty well all modern phones are encrypted/support being so
2) Apple has actually been at the forefront of ""removing trackers"" and consumer privacy generally (mostly out of a long running fight with FB, but still)",1597394136147320834,1659961717
60,['1597380840664993792'],en,2022-11-29T00:04:04.000Z,"@conor64 How is Apple supposed to maintain 2 of their biggest selling points, tight security and consumer privacy, if they allow Wild West/unvetted side-loading app access?",1597380840664993792,196348989
61,['1597377423888519169'],en,2022-11-28T23:50:30.000Z,@Paul_Reviews @EufyOfficial I bought a Eufy vacuum on Black Friday that I am returning in light of this abuse of consumer data and disregard of consumer privacy. This company won't be getting any more of my money.,1597377423888519169,1331429556876505088
62,['1597373202447028224'],en,2022-11-28T23:33:43.000Z,"I will be first in line to buy a Tesla phone, but not unless the phone is locked from tampering by ISPs, each one of which installs bloatware &amp; trojans to harvest data &amp; invade consumer privacy.",1597373202447028224,4751186057
63,['1597362922380226560'],en,2022-11-28T22:52:52.000Z,"RT @davemorgannyc: Clearly, the @FTC and state attorney generals are now going to go strong against digital advertising and marketing pract…",1597362922380226560,19797061
64,['1597362900678897665'],en,2022-11-28T22:52:47.000Z,The @FCC's decision to ban the importation of Chinese telecommunications and video surveillance equipment is a smart and strategic action that will protect consumer privacy and our national security. Read our statement: https://t.co/8mx9RZtMyk https://t.co/pAF0VKlVr2,1597362900678897665,50128726
65,['1597362662647959553'],en,2022-11-28T22:51:50.000Z,RT @kuriharan: Learn it. Consumer privacy pitfalls for the new Congress to avoid https://t.co/mBdtr6q9KG #tech #digital #data #privacy,1597362662647959553,135922295
66,['1597349810000252929'],en,2022-11-28T22:00:46.000Z,"RT @davemorgannyc: Clearly, the @FTC and state attorney generals are now going to go strong against digital advertising and marketing pract…",1597349810000252929,865664696296361984
67,['1597346819586916353'],en,2022-11-28T21:48:53.000Z,"Clearly, the @FTC and state attorney generals are now going to go strong against digital advertising and marketing practices they believe violate consumer privacy protection or truth-in-advertising … our industry needs it. https://t.co/IeeFhvOBrx",1597346819586916353,19822465
68,['1597328688445788161'],en,2022-11-28T20:36:50.000Z,@HawleyMO @Apple I still believe Apple has the best security product in the world. Apple protects consumer privacy without even bowing to the FBI unlocking data. ❤️🍎@Apple @tim_cook,1597328688445788161,760732579528073216
69,['1597328050579861504'],en,2022-11-28T20:34:18.000Z,"ICYMI &amp; want to get a good sense of what's at stake in the proposed blockbuster Rogers-Shaw deal, the Online Streaming Act (#C11), the Online News Act (#C18), the Consumer Privacy Protection Act (#C27) &amp; so much more now on the table in Canada. #CTRS #C11 #cdnpoli #cdnmedia https://t.co/BCHAzYZ0HO",1597328050579861504,321072317
70,['1597319423433613317'],en,2022-11-28T20:00:01.000Z,How marketers will be affected by consumer privacy shifts in 2023: https://t.co/PA8zFgC0Om,1597319423433613317,330014022
71,['1597312337010106371'],en,2022-11-28T19:31:52.000Z,"@martinvars It certainly is. And their efforts to knee-cap competitors under the guise of ""consumer privacy"" while building their own targeted ad network, is disingenuous at best.",1597312337010106371,21097599
72,['1597311741704093696'],en,2022-11-28T19:29:30.000Z,So much for 'do no evil.'Consumers are nothing but data points to make money off of. This is why opt-in (where the default setting is to protect consumer privacy) is far superior to opt-out (where the consumer must take action to protect their own privacy). https://t.co/3sTBPgmXyH,1597311741704093696,71612341
73,['1597309351529783296'],en,2022-11-28T19:20:00.000Z,Consumer privacy predictions—how marketers will be affected in 2023 | Ad Age https://t.co/7BBBAmelqr,1597309351529783296,16107612
74,['1597304093315563520'],en,2022-11-28T18:59:06.000Z,RT @kuriharan: Learn it. Consumer privacy pitfalls for the new Congress to avoid https://t.co/mBdtr6q9KG #tech #digital #data #privacy,1597304093315563520,163488122
75,['1597302054007046147'],en,2022-11-28T18:51:00.000Z,"Consumer privacy predictions—how marketers will be affected in 2023 | Ad Age / registration required

Will Apple’s privacy moves help it join the triopoly? https://t.co/MZPBtnWOoV",1597302054007046147,12206102
76,['1597301267105476608'],en,2022-11-28T18:47:53.000Z,"Consumer Confidence, has much to do with consumer privacy. Free speech includes fair practice. #defi",1597301267105476608,1524865102914232320
77,['1597299270587412480'],en,2022-11-28T18:39:57.000Z,No Consumer Privacy Comissioner. ! ?,1597299270587412480,75473131
78,['1597292485688315904'],en,2022-11-28T18:12:59.000Z,"This is just goofy. Apple has done more for consumer privacy and security than any of the other tech companies. That they pulled their ad buy may have to do with team politics, but nothing to do with free speech. https://t.co/P4IcFa53HW",1597292485688315904,7403642
79,['1597282566398410752'],en,2022-11-28T17:33:34.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/6eRlXcxXDF,1597282566398410752,218896603
80,['1597281634679631872'],en,2022-11-28T17:29:52.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/VICtuobLkv,1597281634679631872,19850497
81,['1597279404350410753'],en,2022-11-28T17:21:00.000Z,RT @MasonResearch: #MasonResearch OP-ED by Tracy C. Miller of @mercatus: Consumer privacy pitfalls for the new Congress to avoid https://t.…,1597279404350410753,14882554
82,['1597273252124332032'],en,2022-11-28T16:56:33.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/UhwU5zvTXv https://t.co/acUyGVFr0G,1597273252124332032,12606782
83,['1597261302606737409'],en,2022-11-28T16:09:04.000Z,RT @kuriharan: Learn it. Consumer privacy pitfalls for the new Congress to avoid https://t.co/mBdtr6q9KG #tech #digital #data #privacy,1597261302606737409,1229633724272132096
84,['1597258333362061317'],en,2022-11-28T15:57:16.000Z,RT @StaussDavid: Did the 2022 U.S. election change which states could pass consumer privacy legislation in 2023? Our analysis in the below-…,1597258333362061317,1021206734642327552
85,['1597255243368054786'],en,2022-11-28T15:45:00.000Z,Learn it. Consumer privacy pitfalls for the new Congress to avoid https://t.co/mBdtr6q9KG #tech #digital #data #privacy,1597255243368054786,135922295
86,['1597252409541419008'],en,2022-11-28T15:33:44.000Z,"7/ Zero knowledge proofs, a cryptographic innovation that enables auditable security without undermining secret-keeping, is one solution to reconcile consumer privacy and regulatory compliance.",1597252409541419008,1559549057290346496
87,['1597252397881262080'],en,2022-11-28T15:33:41.000Z,"1/ The development and regulation of web3 – an evolution of the internet powered by crypto – must achieve two goals that are often in tension. 

Goal 1: Preserve consumer privacy, despite the default transparent nature of blockchains.",1597252397881262080,1559549057290346496
88,['1597251200046727171'],en,2022-11-28T15:28:56.000Z,"The privacy restrictions that were put in place more than a year ago, designed for consumer welfare and value exchange, will likely do more to help big tech consolidate control. Here are other predictions for 2023: https://t.co/UgBeIiNVeN",1597251200046727171,1468799683036393474
89,['1597249858922070019'],en,2022-11-28T15:23:36.000Z,FCC Acts To Protect Consumer Privacy From Unwanted Ringless Voicemails &amp; DFPI Suspends SALT Lending Financing License Pending Investigation  #consumerprotection #debtcollection #consumercredit #consumereducation #fraudprevention #d…https://t.co/f2660uG4ZI https://t.co/2VJliMgZZS,1597249858922070019,917824146091909120
90,['1597248550936932358'],en,2022-11-28T15:18:24.000Z,RT @IneryBlockchain: This violates #blockchain's consumer privacy regarding financial data. Does this take us a step back to #centralizatio…,1597248550936932358,1283489404774834178
91,['1597247771190468609'],en,2022-11-28T15:15:18.000Z,"The privacy restrictions that were put in place more than a year ago, designed for consumer welfare and value exchange, will likely do more to help big tech consolidate control. Here are other predictions for 2023: https://t.co/VFNx2wn1gV",1597247771190468609,12480582
92,['1597247603728846848'],en,2022-11-28T15:14:38.000Z,FCC Acts To Protect Consumer Privacy From Unwanted Ringless Voicemails &amp; DFPI Suspends SALT Lending Financing License Pending Investigation  #consumerprotection #debtcollection #consumercredit #consumereducation #fraudprevention #d…https://t.co/QFCrHPhibD https://t.co/mzwDhIX9Tx,1597247603728846848,57120714
93,['1597233513031499776'],en,2022-11-28T14:18:39.000Z,FCC Acts To Protect Consumer Privacy From Unwanted Ringless Voicemails &amp; DFPI Suspends SALT Lending Financing License Pending Investigation - https://t.co/bvKWCzHGHd,1597233513031499776,917824146091909120
94,['1597232689752547330'],en,2022-11-28T14:15:23.000Z,FCC Acts To Protect Consumer Privacy From Unwanted Ringless Voicemails &amp; DFPI Suspends SALT Lending Financing License Pending Investigation - https://t.co/qEjflvuzpu,1597232689752547330,57120714
95,['1597230670925164545'],en,2022-11-28T14:07:21.000Z,"When corporations write the rules, they only protect their profits. They restrict access to life-saving medicine,make it harder for workers to organize, lock in rules that undermine consumer privacy &amp; fuel global climate change. Corporate lobbyists have a seat at the table;notyou",1597230670925164545,1894279573
96,['1597229213660348417'],en,2022-11-28T14:01:34.000Z,"The American Data Privacy Protection Act (ADPPA) consumer privacy bill appears to be blocked by questions about preempting California -- although has other issues as well.

https://t.co/BPDuoikzTu

What are its prospects in Congress between now and the end of the year?  5/6",1597229213660348417,1536578951660699648
97,['1597220540330442753'],en,2022-11-28T13:27:06.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/9LZxUONYDp,1597220540330442753,174820548
98,['1597213719939158016'],en,2022-11-28T13:00:00.000Z,"To balance the advertisement benefits for businesses and consumer privacy, Google has developed My Ad Center.  To learn more about Google My Ad Center and how it will impact your small business #onlineadvertising, check out our recent blog post!
https://t.co/2zzIiQMlrT",1597213719939158016,444106262
99,['1597208738032934912'],en,2022-11-28T12:40:12.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/jmN8oCP87P https://t.co/ugyARLmVHQ,1597208738032934912,847727017902563328
0,['1597702943347728385'],en,2022-11-29T21:24:00.000Z,A more memorable connection is one that respects consumer privacy and unfolds in the right moment. Our audience targeting and contextual solutions do just that.,1597702943347728385,17470121
1,['1597702691781746690'],en,2022-11-29T21:23:00.000Z,A more memorable connection is one that respects consumer privacy and unfolds in the right moment. Our audience targeting and contextual solutions do just that.,1597702691781746690,17470121
2,['1597701197108228096'],en,2022-11-29T21:17:03.000Z,"RT @OkeyMor57: @jay_scherrer @muskQu0tes @elonmusk Elon Musk is challenging Donald Trump to the title of the most shameless liar. 
Apple do…",1597701197108228096,1518769827560665089
3,['1597700541911822339'],en,2022-11-29T21:14:27.000Z,"@jay_scherrer @muskQu0tes @elonmusk Elon Musk is challenging Donald Trump to the title of the most shameless liar. 
Apple does not have a search engine. It exerts control over its echo system to protect its consumer privacy and security.",1597700541911822339,15720875
4,['1597689648696143872'],en,2022-11-29T20:31:10.000Z,"@DanKnightMMA Dear Dan - you seem like an engaged Canadian but have not read the Bill. Please do, then explain how modernizing our consumer privacy laws is bad for Canadians. Thanks. Here you go. #BillC11 #cdnpoli 

https://t.co/ZF1ifvzDb3",1597689648696143872,39512124
5,['1597687547337084929'],en,2022-11-29T20:22:49.000Z,"Check out our latest article, What Does the Consumer Privacy Protection Act Mean for Microsoft Customers, and learn the steps your organization needs to take to prepare for the proposed CPPA:
https://t.co/IiXenDPOLq",1597687547337084929,823517282257268737
6,['1597670781248569346'],en,2022-11-29T19:16:12.000Z,U.S. State Consumer Privacy Laws – a short 5-min training course that discusses the similarities and differences between the new state privacy laws being passed since 2018 https://t.co/1yefNorRtd @DanielSolove,1597670781248569346,307556373
7,['1597669824494460929'],en,2022-11-29T19:12:24.000Z,@elonmusk @DavidSacks Apple isn’t the worst with consumer privacy but their actions with Twitter regarding Elons takeover are indicative of activists in control at Apple.,1597669824494460929,1480022960727629824
8,['1597643938432573441'],en,2022-11-29T17:29:32.000Z,RT @kuriharan: Learn out. CONSUMER PRIVACY PREDICTIONS—HOW MARKETERS WILL BE AFFECTED IN 2023 https://t.co/DqWLRqolsM #tech #digital #data…,1597643938432573441,2646334171
9,['1597640665722421248'],en,2022-11-29T17:16:32.000Z,@CarloDiLorenzo1 We need consumer privacy protection in the US. These companies buy and sell our data! California has a California Consumer Privacy Protection law. This needs to be Federal law.,1597640665722421248,38883071
10,['1597638706999033858'],en,2022-11-29T17:08:45.000Z,"Confidently is a Consumer privacy subscription service, helping people take back control of their personal data by deleting it from companies that shouldn't have it, and telling other companies not to sell it
https://t.co/VwnNAPvc4N",1597638706999033858,1176384191740514304
11,['1597638167066132482'],en,2022-11-29T17:06:36.000Z,Read our latest Blog! https://t.co/kUT3Qb3uwN,1597638167066132482,1258128880017174529
12,['1597632346815361029'],en,2022-11-29T16:43:28.000Z,RT @InfoSum: How are you protecting consumer privacy in 2023? Have your say in the Data Privacy Index! We'd love to understand how you view…,1597632346815361029,912716822578913282
13,['1597626260968312832'],en,2022-11-29T16:19:17.000Z,"@DrRichardPitre @lexfridman Thats precisely what they’re doing! Appl has a much better track record with consumer privacy than Tesla, and I’m an owner of both.",1597626260968312832,714644789405220864
14,['1597620198135107585'],en,2022-11-29T15:55:12.000Z,RT @kuriharan: Learn out. CONSUMER PRIVACY PREDICTIONS—HOW MARKETERS WILL BE AFFECTED IN 2023 https://t.co/DqWLRqolsM #tech #digital #data…,1597620198135107585,1248629633941032963
15,['1597615987427545088'],en,2022-11-29T15:38:28.000Z,"“Payment Systems &amp; Services Act 2019 - directs payment service providers to adhere to consumer protection relating to consumer privacy, etc.” - Dr. Kwaku Agyeman-Budu, Dean, Faculty of Law, GIMPA",1597615987427545088,856095914141904896
16,['1597613962857684993'],en,2022-11-29T15:30:25.000Z,"The California Consumer Privacy Act requires businesses to notify consumers about security breaches involving their data. It allows them to provide additional info about the breach if they want to.
They must notify consumers of breaches within 45 days- https://t.co/LHXX1qcQCB https://t.co/2xsw8Ss7Y7",1597613962857684993,987185447762882560
17,['1597613854686863360'],en,2022-11-29T15:29:59.000Z,"With @elonmusk throwing this tantrum because he somehow didn’t know about the App Store taking their cut (which I’ve never made an app/done  a second of research and still knew that soooooo???)

Friendly reminder that @Apple has done a fantastic job fighting for consumer privacy",1597613854686863360,2408239446
18,['1597607228940378112'],en,2022-11-29T15:03:40.000Z,"Cisco’s 2022 Consumer Privacy Survey: data transparency is most important regarding personal data.OC is building  a trusted economy using embedded privacy &amp; helps orgs collect data ethically through informed consent &amp; continuously enforce sharing rules
  
https://t.co/TxsA4w1zw0",1597607228940378112,1196901970285678599
19,['1597601842787131399'],en,2022-11-29T14:42:15.000Z,"@elonmusk here is a poll you should post. 
How many would buy a phone you produce, if you produce a phone with no tracking of any kind, with consumer privacy number one priority?",1597601842787131399,2966178942
20,['1597598153007845376'],en,2022-11-29T14:27:36.000Z,RT @kuriharan: Learn out. CONSUMER PRIVACY PREDICTIONS—HOW MARKETERS WILL BE AFFECTED IN 2023 https://t.co/DqWLRqolsM #tech #digital #data…,1597598153007845376,1229633724272132096
21,['1597595625071472640'],en,2022-11-29T14:17:33.000Z,RT @kuriharan: Learn out. CONSUMER PRIVACY PREDICTIONS—HOW MARKETERS WILL BE AFFECTED IN 2023 https://t.co/DqWLRqolsM #tech #digital #data…,1597595625071472640,1141469098020364294
22,['1597594982075883520'],en,2022-11-29T14:15:00.000Z,Learn out. CONSUMER PRIVACY PREDICTIONS—HOW MARKETERS WILL BE AFFECTED IN 2023 https://t.co/DqWLRqolsM #tech #digital #data #privacy,1597594982075883520,135922295
23,['1597591236650860545'],en,2022-11-29T14:00:07.000Z,"""The Commission should embrace this opportunity to establish obvious necessary baseline requirements that protect and advance consumer privacy.” @AGRobBonta @FTC https://t.co/Is2OmQTE03",1597591236650860545,247477715
24,['1597587479129100288'],en,2022-11-29T13:45:11.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/fGp3RBCvvO https://t.co/cmNrF1lIc4,1597587479129100288,858298588425859074
25,['1597583401523216385'],en,2022-11-29T13:28:59.000Z,RT @BLaw: President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practica…,1597583401523216385,1420909888444588034
26,['1597582531297423361'],en,2022-11-29T13:25:31.000Z,RT @BLaw: President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practica…,1597582531297423361,95506425
27,['1597581766709370880'],en,2022-11-29T13:22:29.000Z,RT @BLaw: President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practica…,1597581766709370880,1596818897558274051
28,['1597581266358239234'],en,2022-11-29T13:20:30.000Z,RT @BLaw: President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practica…,1597581266358239234,17713659
29,['1597579063601799173'],en,2022-11-29T13:11:45.000Z,"The #UtahConsumerPrivacyAct becomes effective on December 31, 2023, and shares similarities with the #GDPR and other US State #PrivacyLaws. But Utah does add some unique aspects for organizations to consider. Here are some things to start thinking about: https://t.co/jon3aTdDer https://t.co/rXOY2z8iGG",1597579063601799173,18218378
30,['1597578256596738050'],en,2022-11-29T13:08:32.000Z,How are you protecting consumer privacy in 2023? Have your say in the Data Privacy Index! We'd love to understand how you view the privacy landscape and how your organization is preparing for the privacy-first era. Survey only takes a few mins! https://t.co/Eps43aDBSt https://t.co/BRFNBq2pVu,1597578256596738050,3956257599
31,['1597577584552079360'],en,2022-11-29T13:05:52.000Z,"RT @GRAUSAFL: Consumer Privacy in Retail from @DeloitteUS: Trust-focused, consumer-centric retailers (Leaders) and process-focused, tactica…",1597577584552079360,4313447303
32,['1597576424570986498'],en,2022-11-29T13:01:15.000Z,RT @BLaw: President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practica…,1597576424570986498,634706965
33,['1597575979312242689'],en,2022-11-29T12:59:29.000Z,RT @BLaw: President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practica…,1597575979312242689,1165370073126756353
34,['1597575912324841473'],en,2022-11-29T12:59:13.000Z,President Biden’s top adviser on internet policy said members of Congress are “regularly” asking his agency to give them practical advice on how to protect consumer privacy. https://t.co/9yIIUTLUBi,1597575912324841473,34613951
35,['1597567595254882304'],en,2022-11-29T12:26:10.000Z,"RT @NEST_Ecosystem: Have you ever heard of self-sovereign distributed identity?🤔
In this article, we will be talking about #SSDID in #web3…",1597567595254882304,1586633405462368256
36,['1597564534054608896'],en,2022-11-29T12:14:00.000Z,Beyond third-party cookies: Community and consumer #privacy in the #metaverse. https://t.co/gGxjg4WQ4g via @VentureBeat #Data #brands #digitalexperience,1597564534054608896,2464669446
37,['1597563372882780161'],en,2022-11-29T12:09:24.000Z,RT @montezumachavez: In re Google RTB Consumer Privacy Litigation. See https://t.co/TNUgkQPfg7 https://t.co/BwUJ3MvFfb,1597563372882780161,1420055265035145217
38,['1597545852041842688'],en,2022-11-29T10:59:46.000Z,"RT @adamscochran: 2/3

There is nothing more important than consumer privacy, especially when it comes to your financial data - you have a…",1597545852041842688,1519682015544680448
39,['1597544190715781120'],en,2022-11-29T10:53:10.000Z,"RT @GRAUSAFL: Consumer Privacy in Retail from @DeloitteUS: Trust-focused, consumer-centric retailers (Leaders) and process-focused, tactica…",1597544190715781120,835102956
40,['1597537177306804226'],en,2022-11-29T10:25:18.000Z,"Consumer Privacy in Retail from @DeloitteUS: Trust-focused, consumer-centric retailers (Leaders) and process-focused, tactical retailers (Laggards) have very different approaches to privacy. https://t.co/iFletcxlnW @antgrasso rt @lindagrass0 #DataPrivacy #Retail #Privacy https://t.co/jb3Po9Tnvu",1597537177306804226,1009010192703541249
41,['1597534380825927680'],en,2022-11-29T10:14:11.000Z,RT @montezumachavez: In re Google RTB Consumer Privacy Litigation. See https://t.co/TNUgkQPfg7 https://t.co/BwUJ3MvFfb,1597534380825927680,17439117
42,['1597533373165350912'],en,2022-11-29T10:10:11.000Z,"We are now entering a new era of consumer internet with is centered around two main issues, consumer privacy and digital consciousness. The social media ""free in exchange for data model"" will no longer be the assumed default way used by consumers and companies to engage online.",1597533373165350912,1193851386741612544
43,['1597525350954590208'],en,2022-11-29T09:38:18.000Z,RT @montezumachavez: In re Google RTB Consumer Privacy Litigation. See https://t.co/TNUgkQPfg7 https://t.co/BwUJ3MvFfb,1597525350954590208,957265063521513474
44,['1597521073515696128'],en,2022-11-29T09:21:19.000Z,"@elonmusk 
“But if Apple forsakes consumer privacy somewhere, it can’t claim to be ideologically committed to privacy anywhere.” https://t.co/aFuNllxypJ",1597521073515696128,883990686919516160
45,['1597486203129196544'],en,2022-11-29T07:02:45.000Z,"Have you ever heard of self-sovereign distributed identity?🤔
In this article, we will be talking about #SSDID in #web3 and how it make #NEST stands out from other similar product👇
https://t.co/cKqjVQqxyp https://t.co/7yNS6xJJyg",1597486203129196544,1571700091756617729
46,['1597435285951897601'],en,2022-11-29T03:40:25.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/sCTJqh1Fpt,1597435285951897601,31690161
47,['1597430268402585601'],en,2022-11-29T03:20:29.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/QUA2YzzX07,1597430268402585601,4849377118
48,['1597425216338141188'],en,2022-11-29T03:00:24.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/nXi7lNYeWm,1597425216338141188,1684205532
49,['1597425207286722560'],en,2022-11-29T03:00:22.000Z,"California Consumer Privacy Act Annotated (2022) KYKHAWS

https://t.co/pJmO1Xmgfd https://t.co/UK4rMfi22k",1597425207286722560,1587050205446389763
50,['1597424941548257283'],en,2022-11-29T02:59:19.000Z,In re Google RTB Consumer Privacy Litigation. See https://t.co/TNUgkQPfg7 https://t.co/BwUJ3MvFfb,1597424941548257283,197645733
51,['1597420332641824768'],en,2022-11-29T02:41:00.000Z,"We use Google for almost everything, right? Well they misuse this over-dependence far too much. Recently, it paid a historic $391.5 million for reaching a settlement with 40 states in USA for its location tracking malpractices which intruded consumer privacy. #Google #privacy https://t.co/XPiP1U02gM",1597420332641824768,2568415878
52,['1597420172880617477'],en,2022-11-29T02:40:22.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/02bel9nNZa,1597420172880617477,133178883
53,['1597417679203303424'],en,2022-11-29T02:30:27.000Z,Compliance isn’t enough. Customer #trust depends on #transparency. Learn more about our 2022 Consumer Privacy Survey findings from our Director of Data Privacy @RobertWaitman. ➡ https://t.co/qak8tjGPcR https://t.co/hGQPjFe8Ti,1597417679203303424,119320361
54,['1597415753611083777'],en,2022-11-29T02:22:48.000Z,@elonmusk We need you to build us a liberty phone that protects consumer privacy and free speech.,1597415753611083777,1380325007834935299
55,['1597415142312103936'],en,2022-11-29T02:20:23.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/0NHyRT3Ijo,1597415142312103936,707613422
56,['1597410145394429953'],en,2022-11-29T02:00:31.000Z,Decentralized Identity: A New Era of Consumer Privacy https://t.co/e4s0zbZUtY,1597410145394429953,22174087
57,['1597408196171382784'],en,2022-11-29T01:52:47.000Z,Consumer privacy predictions—how marketers will be affected in 2023 https://t.co/NmK0Grc5sK,1597408196171382784,4288319236
58,['1597404441090871297'],en,2022-11-29T01:37:51.000Z,"@blackriflexx I really don't want to do it but I might if they force my hand.

With Android YOU are the product. Google has a terrible track record when it comes to consumer privacy.",1597404441090871297,1285388676751437824
59,['1597394136147320834'],en,2022-11-29T00:56:54.000Z,"@KC_Notes @clarkcox @WSBChairman @elonmusk Developer here who's worked on phone apps much of my career:
1) pretty well all modern phones are encrypted/support being so
2) Apple has actually been at the forefront of ""removing trackers"" and consumer privacy generally (mostly out of a long running fight with FB, but still)",1597394136147320834,1659961717
60,['1597380840664993792'],en,2022-11-29T00:04:04.000Z,"@conor64 How is Apple supposed to maintain 2 of their biggest selling points, tight security and consumer privacy, if they allow Wild West/unvetted side-loading app access?",1597380840664993792,196348989
61,['1597377423888519169'],en,2022-11-28T23:50:30.000Z,@Paul_Reviews @EufyOfficial I bought a Eufy vacuum on Black Friday that I am returning in light of this abuse of consumer data and disregard of consumer privacy. This company won't be getting any more of my money.,1597377423888519169,1331429556876505088
62,['1597373202447028224'],en,2022-11-28T23:33:43.000Z,"I will be first in line to buy a Tesla phone, but not unless the phone is locked from tampering by ISPs, each one of which installs bloatware &amp; trojans to harvest data &amp; invade consumer privacy.",1597373202447028224,4751186057
63,['1597362922380226560'],en,2022-11-28T22:52:52.000Z,"RT @davemorgannyc: Clearly, the @FTC and state attorney generals are now going to go strong against digital advertising and marketing pract…",1597362922380226560,19797061
64,['1597362900678897665'],en,2022-11-28T22:52:47.000Z,The @FCC's decision to ban the importation of Chinese telecommunications and video surveillance equipment is a smart and strategic action that will protect consumer privacy and our national security. Read our statement: https://t.co/8mx9RZtMyk https://t.co/pAF0VKlVr2,1597362900678897665,50128726
65,['1597362662647959553'],en,2022-11-28T22:51:50.000Z,RT @kuriharan: Learn it. Consumer privacy pitfalls for the new Congress to avoid https://t.co/mBdtr6q9KG #tech #digital #data #privacy,1597362662647959553,135922295
66,['1597349810000252929'],en,2022-11-28T22:00:46.000Z,"RT @davemorgannyc: Clearly, the @FTC and state attorney generals are now going to go strong against digital advertising and marketing pract…",1597349810000252929,865664696296361984
67,['1597346819586916353'],en,2022-11-28T21:48:53.000Z,"Clearly, the @FTC and state attorney generals are now going to go strong against digital advertising and marketing practices they believe violate consumer privacy protection or truth-in-advertising … our industry needs it. https://t.co/IeeFhvOBrx",1597346819586916353,19822465
68,['1597328688445788161'],en,2022-11-28T20:36:50.000Z,@HawleyMO @Apple I still believe Apple has the best security product in the world. Apple protects consumer privacy without even bowing to the FBI unlocking data. ❤️🍎@Apple @tim_cook,1597328688445788161,760732579528073216
