,text,neg,neu,pos,compound
145,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.081,0.803,0.115,0.9992
146,"RT @Escorpiao1998: I woke up like this today, come and suckle me I want to give milk 🥵

More content and videos ⬇️

Onlyfans $5,99🔥

https:…",0.081,0.803,0.116,0.9992
147,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.081,0.801,0.118,0.9993
148,"The ten hottest e -commerce trends for 2022 and further

Recent highlights:

1. Apple iOS14 update to privacy and online monitoring has made it much more difficult for electronic commerce stores and other companies that use online advertising to efficiently and ...",0.081,0.802,0.118,0.9993
149,https://t.co/573YKXQKuo,0.081,0.802,0.118,0.9993
150,"RT @AMuyshondt: Blip! (Blip Me App - Bitcoin LIghtning Privacy MEssaging App), a secure messaging platform, will be presented to the attend…",0.08,0.802,0.118,0.9993
151,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.08,0.803,0.118,0.9993
152,"*♡ Catálogo: https://t.co/U6L4VCdic0
*♡ Privacy (R$ 15): https://t.co/vdTV5uKOtE",0.08,0.803,0.117,0.9993
153,"RT @mollybugle: No to self ID.
No to men in women’s prisons.
No to men in women’s rape shelters.
No to men in women’s spaces.
Just No. Wome…",0.085,0.799,0.116,0.9991
154,"RT @Escorpiao1998: I got a hard-on in the bathroom on the bus, do you want to see what I did?

More content and videos ⬇️

Onlyfans $5,99🔥…",0.085,0.8,0.115,0.9991
155,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",0.084,0.801,0.115,0.9991
156,RT @mmmaow02: คนไทยมันไม่เจริญหรอก อ่านแค่เมนชั่นทวีตนี้ เมนชั่นต้นทวีตก็รู้แล้วว่าคนไทยมันนอกจากโง่แล้วก็ไม่พยายามเรียนรู้เหี้ยอะไร แค่ตัว…,0.084,0.801,0.115,0.9991
157,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.084,0.802,0.114,0.9991
158,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",0.083,0.803,0.113,0.9991
159,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.083,0.804,0.113,0.9991
160,"RT @HeatherThomasAF: Psst!
EVERYONE'S Medical Privacy is on the ballot.",0.083,0.804,0.113,0.9991
161,"@arksatanael @OrwellNGoode No, I’m literally not saying that at all. There was always some argument to make in favor of allowing homosexuality, because you aren’t hurting anyone within the privacy of your own home. R*pe does harm people though—directly, and it has no beneficial outcomes either.",0.086,0.801,0.113,0.999
162,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.087,0.799,0.113,0.999
163,"RT @Doryannsw: we were horny and went to fuck at dawn 😈

50%Off last day 🔥

🇧🇷 https://t.co/NK3lRtVfFC
🌍 https://t.co/Mi2FrAZjGR https://t.…",0.088,0.799,0.113,0.9989
164,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.088,0.797,0.115,0.999
165,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,0.088,0.797,0.115,0.999
166,"RT @Escorpiao1997: He put up with my big dick all inside his ass and gained milk at the end, can you take it too? 🙈

More content and video…",0.09,0.796,0.114,0.9989
167,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.091,0.794,0.115,0.9989
168,"RT @JohnMagrinho: Macho Barbudo do Pauzão Peludo Me Fudeu No Pelo Encheu Meu Cu de Leite 💦

Assista Esse e outros Vídeos Completos
100% #BA…",0.091,0.795,0.114,0.9989
169,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.091,0.796,0.113,0.9988
170,"RT @mmttsex69: Fui de jockstrap pra ele socar gostoso.
🌎 https://t.co/nRByg9R5s0
🇧🇷https://t.co/4wQY4dVgkl
🤑https://t.co/ZjfSP1AbR9 https:/…",0.091,0.797,0.113,0.9988
171,"RT @Timpi_TheNewWay: 🌟DAY 4 HALLOWEEK GIVEAWAY - WIN 500 $TIMPI 🌟

❓How to enter: RT this tweet &amp; tag @Timpi_TheNewWay &amp; add hashtag #timpi…",0.09,0.796,0.114,0.999
172,"RT @honeymoonluve: 🇧🇷 Gosta da visão?
set desse dia com muita buceta e cuzinho lá no Privacy

🇺🇸 Do you like this view?
set of this day wit…",0.09,0.796,0.113,0.999
173,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.09,0.797,0.113,0.999
174,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.09,0.797,0.113,0.999
175,RT @Mahomet9: I can’t even stress it enough that Privacy in crypto is an active process that you constantly work at and maintain. 💯,0.09,0.797,0.113,0.999
176,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",0.09,0.798,0.112,0.999
177,"RT @JohnMagrinho: Kero socar um Cu
Fazer de Buceta
Bater o leite até espumar
Quem se habilita?
😈🍆💦

Assista Meus Vídeos Completos
100% #BAR…",0.089,0.799,0.112,0.999
178,RT @NovinhosFut: https://t.co/oFBoQhsXRD https://t.co/KtdbrutOdx,0.089,0.8,0.111,0.999
179,"RT @Kss_py: ฟคบางคน defend ให้ทุกอย่าง ยกเว้น privacy ของเด็ก บอกอย่าดราม่าใส่เด็ก ก็พ่อแม่เองไม่ใช่หรอที่หมุนสปอตไลท์ไปหาเค้า

ลูกตัวเองก็…",0.089,0.8,0.111,0.999
180,"RT @oteuporrete23: Aguenta da cabeça até o saco? 😈🐴🥵
https://t.co/8eTFzxxh3B
https://t.co/srmNZqAyR0 https://t.co/2I2L8acpTt",0.088,0.801,0.111,0.999
181,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.088,0.801,0.111,0.999
182,@macastel3 I don't care about privacy. I am an exhibitionist. CPC can watch me have sex.,0.088,0.801,0.111,0.999
183,RT @tribelaw: Alito’s “lie” wasn’t that he “believed in precedents” but that such a “belief” meant anything in particular — and that Alito…,0.087,0.802,0.111,0.999
184,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.087,0.803,0.11,0.999
185,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.088,0.801,0.111,0.999
186,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.088,0.799,0.113,0.9992
187,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.088,0.8,0.112,0.9992
188,Joaquin Pheonix and Keanu Reeves are different people but in my head they are the same person. Please respect my privacy at this time.,0.087,0.8,0.113,0.9992
189,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.088,0.798,0.114,0.9992
190,"Several research works in the computer security field have identified serious security and privacy risks in IMDs that could compromise the implant and EVEN THE HEALTH OF THE PATIENT 
(unwilling subject victim)
 WHO CARRIES IT!",0.088,0.798,0.114,0.9993
191,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.088,0.798,0.113,0.9992
192,"RT @dynhoalvz: #PINTOSAWARDS #PINTOAWARDS
@AdoradorPaus @sejaprivacy_top
@_divulga_boys_2 @boys_putaria
@ThiagoG12363119 @DelesNu
@divulga_…",0.088,0.799,0.113,0.9992
193,RT @januarynpxnk: เอางี้ติ่งบ้านนี้คิดง่ายๆเหมือนทุกคนต้องสนองนี้ดตัวเองแต่ไม่ห่วงความเป็น privacy ของเด็กอะ ไม่มีใครรู้ว่าเด็กโอเคไหมกับกา…,0.088,0.799,0.113,0.9992
194,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.088,0.797,0.115,0.9993
195,"RT @SI_Singapore: Indonesia Data Privacy Symposium audience asks: What's the scope of responsibilities for Data Protection Officers, what D…",0.088,0.798,0.114,0.9993
196,เห้ยๆ มะกี้หยอก ไม่สนับสนุนให้ทำร้ายตัวเองค่ะ แต่ถ้ายังคิดเรื่อง privacy ไม่ได้เกรงว่าต้องไปหาหมอแล้วแหละ,0.087,0.799,0.114,0.9993
197,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.087,0.799,0.114,0.9993
198,https://t.co/ofkh5YDU6X,0.087,0.799,0.114,0.9993
199,"RT @angel_packsss: gostou do que viu aqui amor? 🙈

tem completo lá no meu privacy, link abaixo ⬇️🔗 https://t.co/8HtZvkjR1g",0.087,0.798,0.114,0.9994
200,"RT @HererraBianca: Vem ... video completinho ja disponível no meu Privacy 
https://t.co/VVnA8qMNMS https://t.co/Myk3JxCbpi",0.088,0.798,0.114,0.9993
201,"RT @Neguinhteusonho: Qm gosta de fude nos mato? 🌿🍑

@Adilson_santos9 

Assinem nosso privacy 🔓📲 https://t.co/iSiS0LWGwJ

Promoção disponíve…",0.087,0.799,0.114,0.9993
202,"RT @CB4G_2022: Join Our Fun Telegram Group!💥⚡

**You Need to Disable Filtering on Adjustments Privacy &amp; Security If you want to join for fr…",0.087,0.797,0.116,0.9995
203,RT @samiirose99: @ryanhallyall Please everyone keep him in your thoughts but also respect their privacy. Things like this shouldn’t be broa…,0.086,0.796,0.118,0.9995
204,Requesting $SOL funds from the #Stakely Faucet on the Solana blockchain. Request ID: TDG0IFQK #privacy https://t.co/w3c8AOeeTX,0.086,0.797,0.117,0.9995
205,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.086,0.796,0.118,0.9995
206,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.087,0.795,0.118,0.9995
207,"RT @honeymoonluve: 🇧🇷 Gosta da visão?
set desse dia com muita buceta e cuzinho lá no Privacy

🇺🇸 Do you like this view?
set of this day wit…",0.087,0.795,0.118,0.9995
208,เมนชั้นมีแต่คนยังไม่เจริญ privacy ของเด็ก เรื่องง่ายๆแค่นี้ไม่เข้าใจ หมดหวังละมะ https://t.co/CgnmvkDDfY,0.087,0.795,0.118,0.9995
209,"RT @AmiraDaher7: Vídeo ineditoooo com Pistolinha Anao , e claro minha primeira vez com um anaozinho 🥵🔥 confira esse vídeo inédito 

https:/…",0.087,0.796,0.117,0.9995
210,"@myaccessbank do the needful , I have lost faith in your privacy allegiance. My account number 0696540790. @accessbank_help do the needful, my privacy was infringed and I need better action than your automated response in the mail. I reported at a branch of yours. Nothing done",0.086,0.796,0.118,0.9995
211,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.087,0.794,0.118,0.9995
212,https://t.co/wbztvu4JGY,0.087,0.795,0.118,0.9995
213,"RT @HererraBianca: Video novo amore... venha conferir.. videos caseiro e real 😈😈
https://t.co/VVnA8qMNMS https://t.co/JrkLljtVi2",0.087,0.795,0.118,0.9995
